LearningStandardId,Description,CourseTitle,Namespace,ContentStandard.Title,GradeLevel.CodeValue,GradeLevel.Namespace,AcademicSubject.CodeValue,AcademicSubject.Namespace
111.16.4.14.D,"use tools such as real objects, manipulatives, and technology to solve problems.","Mathematics, Grade 4",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fourth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.16.4.15.A,"explain and record observations using objects, words, pictures, numbers, and technology.","Mathematics, Grade 4",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fourth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.16.4.15.B,relate informal language to mathematical language and symbols.,"Mathematics, Grade 4",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fourth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.16.4.16.A,make generalizations from patterns or sets of examples and nonexamples.,"Mathematics, Grade 4",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fourth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.16.4.16.B,justify why an answer is reasonable and explain the solution process.,"Mathematics, Grade 4",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fourth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.1.A,"use place value to read, write, compare, and order whole numbers through the 999,999,999,999.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.1.B,"use place value to read, write, compare, and order decimals through the thousandths place.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.2.A,generate a fraction equivalent to a given fraction such as 1/2 and 3/6 or 4/12 and 1/3.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.2.B,generate a mixed number equivalent to a given improper fraction or generate an improper fraction equivalent to a given mixed number.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.2.C,"compare two fractional quantities in problem-solving situations using a variety of methods, including common denominators.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.2.D,"use models to relate decimals to fractions that name tenths, hundredths, and thousandths.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.3.A,use addition and subtraction to solve problems involving whole numbers and decimals.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.3.B,use multiplication to solve problems involving whole numbers (no more than three digits times two digits without technology).,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.3.C,"use division to solve problems involving whole numbers (no more than two-digit divisors and three-digit dividends without technology), including interpreting the remainder within a given context.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.3.D,identify common factors of a set of whole numbers.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.3.E,"model situations using addition and/or subtraction involving fractions with like denominators using concrete objects, pictures, words, and numbers.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.4.A,"use strategies, including rounding and compatible numbers to estimate solutions to addition, subtraction, multiplication, and division problems.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.5.A,"describe the relationship between sets of data in graphic organizers such as lists, tables, charts, and diagrams.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.5.B,"identify prime and composite numbers using concrete objects, pictorial models, and patterns in factor pairs.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.6.A,select from and use diagrams and equations such as y = 5 + 3 to represent meaningful problem situations.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.7.A,"identify essential attributes including parallel, perpendicular, and congruent parts of two- and three-dimensional geometric figures.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.8.A,"sketch the results of translations, rotations, and reflections on a Quadrant I coordinate grid.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.8.B,identify the transformation that generates one figure from the other when given two congruent figures on a Quadrant I coordinate grid.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.9.A,locate and name points on a coordinate grid using ordered pairs of whole numbers.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.10.A,perform simple conversions within the same measurement system (SI (metric) or customary).,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.10.B,"connect models for perimeter, area, and volume with their respective formulas.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.10.C,"select and use appropriate units and formulas to measure length, perimeter, area, and volume.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.11.A,solve problems involving changes in temperature.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.11.B,solve problems involving elapsed time.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.12.A,use fractions to describe the results of an experiment.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.12.B,use experimental results to make predictions.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.12.C,list all possible outcomes of a probability experiment such as tossing a coin.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.13.A,use tables of related number pairs to make line graphs.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.13.B,"describe characteristics of data presented in tables and graphs including median, mode, and range.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.13.C,graph a given set of data using an appropriate graphical representation such as a picture or line graph.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.14.A,identify the mathematics in everyday situations.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.14.B,"solve problems that incorporate understanding the problem, making a plan, carrying out the plan, and evaluating the solution for reasonableness.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.14.C,"select or develop an appropriate problemsolving plan or strategy, including drawing a picture, looking for a pattern, systematic guessing and checking, acting it out, making a table, working a simpler problem, or working backwards to solve a problem; and.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.14.D,"use tools such as real objects, manipulatives, and technology to solve problems.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.15.A,"explain and record observations using objects, words, pictures, numbers, and technology.","Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.15.B,relate informal language to mathematical language and symbols.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.16.A,make generalizations from patterns or sets of examples and nonexamples.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.17.5.16.B,justify why an answer is reasonable and explain the solution process.,"Mathematics, Grade 5",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Fifth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.1.A,compare and order non-negative rational numbers;,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.1.B,"generate equivalent forms of rational numbers including whole numbers, fractions, and decimals;","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.1.C,use integers to represent real-life situations;,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.1.D,write prime factorizations using exponents;,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.1.E,"identify factors of a positive integer, common factors, and the greatest common factor of a set of positive integers","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.1.F,identify multiples of a positive integer and common multiples and the least common multiple of a set of positive integers.,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.2.A,"model addition and subtraction situations involving fractions with objects, pictures, words, and numbers;","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.2.B,use addition and subtraction to solve problems involving fractions and decimals;,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.2.C,use multiplication and division of whole numbers to solve problems including situations involving equivalent ratios and rates;,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.2.D,estimate and round to approximate reasonable results and to solve problems where exact answers are not required,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.2.E,use order of operations to simplify whole number expressions (without exponents) in problem solving situations.,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.3.A,use ratios to describe proportional situations;,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.3.B,"represent ratios and percents with concrete models, fractions, and decimals","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.3.C,use ratios to make predictions in proportional situations.,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.4.A,"use tables and symbols to represent and describe proportional and other relationships such as those involving conversions, arithmetic sequences (with a constant rate of change), perimeter and area","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.4.B,"use tables of data to generate formulas representing relationships involving perimeter, area, volume of a rectangular prism, etc.","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.5.A,The student is expected to formulate equations from problem situations described by linear relationships.,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.6.A,"use angle measurements to classify angles as acute, obtuse, or right;","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.6.B,identify relationships involving angles in triangles and quadrilaterals,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.6.C,"describe the relationship between radius, diameter, and circumference of a circle.","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.7.A,The student is expected to locate and name points on a coordinate plane using ordered pairs of non-negative rational numbers.,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.8.A,estimate measurements (including circumference) and evaluate reasonableness of results;,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.8.B,"select and use appropriate units, tools, or formulas to measure and to solve problems involving length (including perimeter), area, time, temperature, volume, and weight;","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.8.C,measure angles,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.8.D,convert measures within the same measurement system (customary and metric) based on relationships between units.,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.9.A,construct sample spaces using lists and tree diagrams,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.9.B,find the probabilities of a simple event and its complement and describe the relationship between the two.,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.10.A,"select and use an appropriate representation for presenting and displaying different graphical representations of the same data including line plot, line graph, bar graph, and stem and leaf plot;","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.10.B,"identify mean (using concrete objects and pictorial models), median, mode, and range of a set of data;","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.10.C,sketch circle graphs to display data,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.10.D,"solve problems by collecting, organizing, displaying, and interpreting data.","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.11.A,"identify and apply mathematics to everyday experiences, to activities in and outside of school, with other disciplines, and with other mathematical topics;","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.11.B,"use a problem-solving model that incorporates understanding the problem, making a plan, carrying out the plan, and evaluating the solution for reasonableness;","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.11.C,"select or develop an appropriate problem-solving strategy from a variety of different types, including drawing a picture, looking for a pattern, systematic guessing and checking, acting it out, making a table, working a simpler problem, or working backwards to solve a problem","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.11.D,"select tools such as real objects, manipulatives, paper/pencil, and technology or techniques such as mental math, estimation, and number sense to solve problems.","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.12.A,"communicate mathematical ideas using language, efficient tools, appropriate units, and graphical, numerical, physical, or algebraic mathematical models","Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.12.B,evaluate the effectiveness of different representations to communicate ideas.,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.13.A,make conjectures from patterns or sets of examples and nonexamples,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
111.22.NA.6.13.B,validate his/her conclusions using mathematical properties and relationships.,"Mathematics, Grade 6",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Sixth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,Mathematics,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
