LocalCourseCode,LocalCourseTitle,InstructionalTimePlanned,SchoolReference.id,SchoolReference.ref,SchoolReference.SchoolIdentity.SchoolId,SessionReference.id,SessionReference.ref,SessionReference.SessionIdentity.SchoolYear,SessionReference.SessionIdentity.SessionName,SessionReference.SessionIdentity.SchoolReference.id,SessionReference.SessionIdentity.SchoolReference.ref,SessionReference.SessionIdentity.SchoolReference.SchoolIdentity.SchoolId,SessionReference.SessionLookup.SchoolYear,SessionReference.SessionLookup.SessionName,SessionReference.SessionLookup.Term,SessionReference.SessionLookup.SchoolReference.id,SessionReference.SessionLookup.SchoolReference.ref,SessionReference.SessionLookup.SchoolReference.SchoolIdentity.SchoolId,CourseReference.id,CourseReference.ref,CourseReference.CourseIdentity.CourseCode,CourseReference.CourseIdentity.EducationOrganizationReference.id,CourseReference.CourseIdentity.EducationOrganizationReference.ref,CourseReference.CourseIdentity.EducationOrganizationReference.EducationOrganizationIdentity.EducationOrganizationId,CourseReference.CourseLookup.CourseCode,CourseReference.CourseLookup.CourseTitle,CourseReference.CourseLookup.CourseIdentificationCode.AssigningOrganizationIdentificationCode,CourseReference.CourseLookup.CourseIdentificationCode.IdentificationCode,CourseReference.CourseLookup.CourseIdentificationCode.CourseIdentificationSystem
GAT-CHEM,,,,,255901001,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,GAT-CHEM,,,255901001,GAT-CHEM,,,GAT-CHEM,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
GAT-CREAT-WR,,,,,255901001,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,GAT-CREAT-WR,,,255901001,GAT-CREAT-WR,,,GAT-CREAT-WR,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
GAT-ENG-1,,,,,255901001,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,GAT-ENG-1,,,255901001,GAT-ENG-1,,,GAT-ENG-1,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
GAT-ENG-2,,,,,255901001,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,GAT-ENG-2,,,255901001,GAT-ENG-2,,,GAT-ENG-2,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
GAT-GEOM,,,,,255901001,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,GAT-GEOM,,,255901001,GAT-GEOM,,,GAT-GEOM,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
GAT-GOVT,,,,,255901001,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,GAT-GOVT,,,255901001,GAT-GOVT,,,GAT-GOVT,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
GAT-PHYSICS,,,,,255901001,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,GAT-PHYSICS,,,255901001,GAT-PHYSICS,,,GAT-PHYSICS,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
GAT-US-HIST,,,,,255901001,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,GAT-US-HIST,,,255901001,GAT-US-HIST,,,GAT-US-HIST,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
GAT-WGEO,,,,,255901001,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,GAT-WGEO,,,255901001,GAT-WGEO,,,GAT-WGEO,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,ART-07,,,255901002,ART-07,,,ART-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,ART-08,,,255901002,ART-08,,,ART-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
BAND-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,BAND-07,,,255901002,BAND-07,,,BAND-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
BAND-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,BAND-08,,,255901002,BAND-08,,,BAND-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,CL-07,,,255901002,CL-07,,,CL-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,CL-08,,,255901002,CL-08,,,CL-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ELA-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,ELA-07,,,255901002,ELA-07,,,ELA-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ELA-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,ELA-08,,,255901002,ELA-08,,,ELA-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HIS-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,HIS-07,,,255901002,HIS-07,,,HIS-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HIS-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,HIS-08,,,255901002,HIS-08,,,HIS-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HLTH-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,HLTH-07,,,255901002,HLTH-07,,,HLTH-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HLTH-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,HLTH-08,,,255901002,HLTH-08,,,HLTH-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MATH-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,MATH-07,,,255901002,MATH-07,,,MATH-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MATH-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,MATH-08,,,255901002,MATH-08,,,MATH-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
PE-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,PE-07,,,255901002,PE-07,,,PE-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
PE-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,PE-08,,,255901002,PE-08,,,PE-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SCI-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,SCI-07,,,255901002,SCI-07,,,SCI-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SCI-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,SCI-08,,,255901002,SCI-08,,,SCI-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SPAN-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,SPAN-07,,,255901002,SPAN-07,,,SPAN-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SPAN-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,SPAN-08,,,255901002,SPAN-08,,,SPAN-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SS-07,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,SS-07,,,255901002,SS-07,,,SS-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SS-08,,,,,255901002,,,2016-2017,2016 - 2017 Fall Semester,,,255901002,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901002,,,SS-08,,,255901002,SS-08,,,SS-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,ART-07,,,255901002,ART-07,,,ART-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,ART-08,,,255901002,ART-08,,,ART-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
BAND-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,BAND-07,,,255901002,BAND-07,,,BAND-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
BAND-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,BAND-08,,,255901002,BAND-08,,,BAND-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,CL-07,,,255901002,CL-07,,,CL-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,CL-08,,,255901002,CL-08,,,CL-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ELA-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,ELA-07,,,255901002,ELA-07,,,ELA-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ELA-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,ELA-08,,,255901002,ELA-08,,,ELA-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HIS-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,HIS-07,,,255901002,HIS-07,,,HIS-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HIS-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,HIS-08,,,255901002,HIS-08,,,HIS-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HLTH-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,HLTH-07,,,255901002,HLTH-07,,,HLTH-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HLTH-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,HLTH-08,,,255901002,HLTH-08,,,HLTH-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MATH-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,MATH-07,,,255901002,MATH-07,,,MATH-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MATH-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,MATH-08,,,255901002,MATH-08,,,MATH-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
PE-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,PE-07,,,255901002,PE-07,,,PE-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
PE-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,PE-08,,,255901002,PE-08,,,PE-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SCI-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,SCI-07,,,255901002,SCI-07,,,SCI-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SCI-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,SCI-08,,,255901002,SCI-08,,,SCI-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SPAN-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,SPAN-07,,,255901002,SPAN-07,,,SPAN-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SPAN-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,SPAN-08,,,255901002,SPAN-08,,,SPAN-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SS-07,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,SS-07,,,255901002,SS-07,,,SS-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SS-08,,,,,255901002,,,2016-2017,2016 - 2017 Spring Semester,,,255901002,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901002,,,SS-08,,,255901002,SS-08,,,SS-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,ART-07,,,255901003,ART-07,,,ART-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,ART-08,,,255901003,ART-08,,,ART-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
BAND-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,BAND-07,,,255901003,BAND-07,,,BAND-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
BAND-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,BAND-08,,,255901003,BAND-08,,,BAND-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,CL-07,,,255901003,CL-07,,,CL-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,CL-08,,,255901003,CL-08,,,CL-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ELA-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,ELA-07,,,255901003,ELA-07,,,ELA-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ELA-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,ELA-08,,,255901003,ELA-08,,,ELA-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HIS-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,HIS-07,,,255901003,HIS-07,,,HIS-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HIS-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,HIS-08,,,255901003,HIS-08,,,HIS-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HLTH-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,HLTH-07,,,255901003,HLTH-07,,,HLTH-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HLTH-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,HLTH-08,,,255901003,HLTH-08,,,HLTH-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MATH-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,MATH-07,,,255901003,MATH-07,,,MATH-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MATH-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,MATH-08,,,255901003,MATH-08,,,MATH-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
PE-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,PE-07,,,255901003,PE-07,,,PE-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
PE-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,PE-08,,,255901003,PE-08,,,PE-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SCI-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,SCI-07,,,255901003,SCI-07,,,SCI-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SCI-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,SCI-08,,,255901003,SCI-08,,,SCI-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SPAN-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,SPAN-07,,,255901003,SPAN-07,,,SPAN-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SPAN-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,SPAN-08,,,255901003,SPAN-08,,,SPAN-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SS-07,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,SS-07,,,255901003,SS-07,,,SS-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SS-08,,,,,255901003,,,2016-2017,2016 - 2017 Fall Semester,,,255901003,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901003,,,SS-08,,,255901003,SS-08,,,SS-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-07,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,ART-07,,,255901003,ART-07,,,ART-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-08,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,ART-08,,,255901003,ART-08,,,ART-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
BAND-07,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,BAND-07,,,255901003,BAND-07,,,BAND-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
BAND-08,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,BAND-08,,,255901003,BAND-08,,,BAND-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-07,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,CL-07,,,255901003,CL-07,,,CL-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-08,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,CL-08,,,255901003,CL-08,,,CL-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ELA-07,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,ELA-07,,,255901003,ELA-07,,,ELA-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ELA-08,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,ELA-08,,,255901003,ELA-08,,,ELA-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HIS-07,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,HIS-07,,,255901003,HIS-07,,,HIS-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HIS-08,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,HIS-08,,,255901003,HIS-08,,,HIS-08,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
HLTH-07,,,,,255901003,,,2016-2017,2016 - 2017 Spring Semester,,,255901003,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901003,,,HLTH-07,,,255901003,HLTH-07,,,HLTH-07,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
